PRXL2B,128,184,297,156,227,128,403,568,120,170,174,230,486
MMEL1,0,4,0,0,7,0,4,3,0,0,2,11,0
MMEL1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0
TTC34,0,4,11,0,0,1,2,0,0,0,0,0,0
ABC14-1188822O7.2,0,0,0,0,0,0,0,0,0,0,0,0,0
ABC14-1188822O7.1,0,0,0,0,1,0,1,2,0,0,2,2,7
RP11-740P5.2,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-740P5.4,0,0,0,2,0,0,0,7,0,0,1,0,0
RP11-740P5.3,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-907A6.1,0,0,0,0,0,0,0,0,0,0,2,0,0
ACTRT2,0,0,0,4,0,0,0,0,0,0,0,0,0
PRDM16-DT,0,0,0,4,0,0,0,0,0,0,0,0,0
PRDM16,0,0,0,6,0,0,0,9,0,0,1,0,0
MIR4251,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-163G9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-193J6.1,0,0,0,0,0,0,0,0,0,0,5,0,0
RP11-22L13.1,0,0,0,0,0,0,0,0,0,0,2,0,0
RP4-785P20.3,0,0,2,0,0,0,0,0,0,0,0,0,0
RP4-785P20.2,0,0,0,0,0,0,0,0,0,0,0,0,0
ARHGEF16,0,0,0,0,2,0,14,10,0,0,1,0,0
RP11-168F9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
MEGF6,38,22,212,39,95,2,256,137,10,5,189,92,412
MIR551A,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-46F15.2,9,0,12,4,11,14,10,19,4,4,14,3,14
TPRG1L,1775,1145,1488,1278,1260,1136,1731,2430,1662,1706,887,1384,2016
WRAP73,1998,964,1214,1514,1104,1801,1962,1248,1332,1470,1112,1854,2124
TP73,1951,990,582,1809,932,1712,1461,845,1557,461,555,2965,1381
TP73-AS3,17,28,8,53,11,25,6,4,22,24,6,26,18
TP73-AS2,9,0,0,8,6,31,6,0,0,8,3,0,4
TP73-AS1,956,865,1210,737,680,464,1406,854,853,708,665,980,973
ENSG10010138423.1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCDC27,0,0,0,0,0,0,1,0,0,0,0,2,0
SMIM1,6,16,17,29,20,0,13,22,30,4,13,12,7
LRRC47,1966,1325,1502,1638,1633,1739,2027,2618,1598,1611,1327,1668,2025
RN7SL574P,0,0,3,6,0,3,0,12,0,2,4,7,0
RP1-286D6.5,42,12,12,25,19,18,53,50,11,14,15,61,38
CEP104,1278,1113,1170,1212,995,1175,1533,1987,988,1478,1240,1648,2073
DFFB,364,263,277,329,304,367,538,442,186,434,285,517,384
C1orf174,1170,1180,1373,1077,1244,890,1603,1986,875,1015,1232,1592,1871
LINC01134,27,4,29,10,29,12,9,19,44,15,25,20,22
LINC01346,0,0,0,0,0,0,0,0,0,0,2,0,0
LINC01345,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02780,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-718D19.2,0,0,0,0,0,0,0,0,0,0,0,0,0
EEF1DP6,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01777,0,0,0,0,0,0,0,0,0,0,0,0,0
RP5-1166F10.2,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-37J18.1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01646,0,0,0,0,0,0,0,0,0,0,0,0,0
AJAP1,5,0,13,4,10,6,24,17,14,0,30,0,24
RP1-77N19.1,0,0,2,0,0,0,0,0,2,0,0,0,0
RP4-603B14.2,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02781,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02782,0,0,0,0,0,0,4,0,0,0,0,0,0
RP4-703E10.1,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-58B11.2,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-58B11.3,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-58B11.1,0,0,0,0,0,0,0,0,0,0,0,0,0
RP3-491M17.1,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-154H17.1,1,0,0,4,0,0,0,0,0,0,0,0,0
ENSG00000264341,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4689,0,0,0,0,0,0,0,0,0,0,0,0,0
NPHP4,595,400,302,477,325,524,427,434,227,372,498,558,657
KCNAB2,7869,7623,7779,7591,8072,6643,10373,12723,4686,6041,9788,12472,17218
CHD5,8,12,18,19,8,0,16,6,2,1,8,15,10
RP1-120G22.12,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL22,4285,3535,4168,3664,2990,3437,4922,7033,2693,2898,4586,4639,5621
RNF207-AS1,12,6,4,6,8,2,5,4,8,6,3,4,13
RNF207,415,677,713,332,557,379,1023,632,364,327,397,317,1072
ICMT,3193,932,858,1424,1389,2446,1727,2566,1592,2345,1413,957,2080
LINC00337,28,24,4,10,12,7,8,14,18,10,2,7,10
HES3,0,0,0,0,1,0,0,0,0,0,0,0,0
GPR153,195,871,555,139,1011,85,1741,881,479,104,665,533,590
ACOT7,3009,1077,1162,1456,1782,2192,2064,2425,1930,2706,1224,1565,2391
RP1-202O8.3,12,0,0,0,0,0,0,0,4,0,0,4,4
HES2,108,4,83,76,23,74,62,45,348,131,16,75,35
ESPN,15,0,27,39,19,24,35,27,42,17,16,36,24
MIR4252,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1-202O8.2,0,0,2,0,0,0,0,0,0,1,0,0,0
TNFRSF25,6,1,38,6,10,13,30,17,51,6,17,31,27
PLEKHG5,92,54,64,51,76,73,229,92,66,111,42,77,116
NOL9,1138,618,696,900,768,972,1367,1567,567,1027,789,900,1247
RNU6-731P,0,1,0,0,0,0,0,0,0,0,0,0,1
RP11-58A11.2,8,7,0,0,4,1,2,15,0,2,10,3,12
TAS1R1,8,0,5,4,3,0,4,10,0,0,8,6,0
ZBTB48,774,452,715,648,756,574,913,1371,547,667,617,782,984
KLHL21,1185,1324,1408,582,1970,952,1990,2319,847,839,1133,2450,1597
PHF13,967,1028,1273,1003,1203,735,1330,1815,1129,855,967,1792,1614
THAP3,655,807,785,583,998,336,931,1044,601,459,509,1042,1097
DNAJC11,2014,829,880,1076,1089,1877,1732,1969,1184,1965,1140,906,1436
LINC01672,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-242F24.2,0,0,0,0,0,0,0,0,0,1,0,0,0
CAMTA1-DT,14,5,26,9,20,10,26,9,13,8,13,26,14
CAMTA1,854,733,801,835,721,760,1097,1304,632,728,783,932,1310
RP11-312B8.2,4,0,0,0,0,0,0,1,0,0,0,0,0
RP11-334N17.1,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-8P,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMTA1-IT1,0,2,0,0,0,0,0,0,0,2,0,0,0
CAMTA1-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMTA1-AS1,2,0,2,0,0,8,2,0,0,0,2,0,0
RP11-338N10.1,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-338N10.2,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-338N10.3,0,0,0,0,0,0,0,0,0,0,0,0,0
VAMP3,666,547,749,689,656,683,799,897,642,796,611,1027,969
RP3-467L1.6,15,20,43,21,7,27,34,33,8,29,16,16,19
PER3,25,283,432,276,489,112,595,117,30,36,116,741,54
RP3-467L1.4,0,0,0,7,4,3,1,0,0,0,0,5,0
UTS2,0,0,0,0,0,0,0,0,0,22,0,0,0
TNFRSF9,396,159,176,174,298,272,505,493,1120,282,171,160,290
RP5-892F13.2,0,0,0,0,0,0,0,0,0,0,0,0,0
PARK7,9888,6368,6658,6652,6535,8360,8271,10023,8926,9313,6369,6387,9326
Y_RNA,1,1,0,0,4,2,2,3,2,0,8,5,4
CTA-215D11.6,13,10,0,10,18,35,12,21,23,29,6,10,10
CTA-215D11.5,2,0,0,1,2,1,0,2,0,6,0,0,3
ERRFI1,38,303,152,64,74,110,92,52,32,101,48,46,120
RP11-431K24.1,0,2,0,0,0,0,0,0,0,0,1,0,0
CTA-215D11.4,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-431K24.2,0,0,0,0,0,8,0,0,0,0,0,0,0
LINC01714,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU1-7P,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-431K24.4,0,0,0,0,0,2,0,0,0,0,0,0,0
RNU6-991P,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC45A1,4,38,4,2,4,12,6,4,14,13,0,0,21
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
RERE,4529,2009,4217,4336,3281,5394,5563,6644,5164,5549,3981,5110,9709
RERE-AS1,3,1,6,13,4,18,11,17,2,1,6,10,9
ENSG10010135148.1,0,0,0,0,0,0,0,0,0,0,0,0,1
RP5-1115A15.2,0,0,0,0,0,0,0,6,0,0,0,0,0
RPL7P11,0,0,0,0,4,0,0,0,0,0,0,0,0
RPL7P7,0,0,0,0,0,0,0,0,0,0,0,0,0
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-633I8.3,0,0,1,0,0,0,0,0,0,0,0,0,0
RP4-633I8.4,0,2,2,0,0,2,0,2,0,0,0,0,2
RPL23AP19,0,0,0,0,0,0,0,0,0,0,4,0,0
ENO1,130443,105393,111399,115101,106953,83162,113829,178049,94383,76004,121370,145004,180502
MIR6728,0,2,0,0,0,4,2,0,3,1,0,2,3
ENO1-AS1,14,14,6,2,8,2,10,26,7,5,14,6,10
RNU6-304P,0,0,2,0,0,0,0,6,0,0,2,0,0
HMGN2P17,0,0,0,0,0,0,0,0,2,0,0,0,0
RP3-477M7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
RP3-477M7.6,0,0,0,0,0,0,0,0,0,0,0,0,0
CA6,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SL451P,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC2A7,0,0,0,2,0,0,0,0,0,0,0,0,0
SLC2A5,5427,2135,1283,2506,1867,764,1980,2881,3359,3599,820,2711,1088
ENSG10010139882.1,0,0,0,0,0,0,0,0,0,0,0,0,0
GPR157,1237,1690,1470,511,912,237,1562,1818,2187,303,933,1373,762
MIR34AHG,1389,696,2222,767,567,718,1875,1334,1095,1025,1281,717,1282
MIR34A,0,0,0,0,0,0,0,0,0,0,0,0,0
LNCTAM34A,173,29,118,104,60,77,154,142,148,109,88,100,99
H6PD,3166,1834,1721,2152,2006,2417,2191,3683,4063,2025,2355,2658,3513
SPSB1,186,335,143,183,683,56,79,295,476,237,233,128,348
CTD-2510L9.2,0,2,0,0,2,0,0,4,12,4,2,0,0
LINC02606,8,3,4,8,15,0,6,37,36,8,8,2,16
RNA5SP40,0,0,0,0,0,0,0,0,0,0,0,0,0
RP13-392I16.1,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A33,725,656,426,687,1125,708,989,1023,487,919,530,479,955
RP13-15M17.1,13,16,2,7,10,2,30,11,10,7,1,4,17
TMEM201,927,641,425,522,883,788,921,1660,536,938,566,813,832
PIK3CD,9215,10047,10487,6898,11728,6809,14212,19463,11441,10599,9019,9557,15524
PIK3CD-AS1,106,58,124,105,105,105,132,128,198,159,82,161,157
RP11-558F24.2,0,0,0,0,0,0,0,0,0,0,1,0,0
PIK3CD-AS2,283,361,308,519,395,172,255,674,241,266,336,443,673
CLSTN1,5171,3081,3920,3903,3608,3795,3775,5087,2878,3785,3379,4803,4976
MZT1P1,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-84A14.7,0,0,0,0,0,0,0,0,0,0,0,0,1
CTNNBIP1,632,402,334,370,439,243,338,492,460,428,284,412,520
RP11-84A14.5,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-84A14.8,0,0,0,0,0,0,0,0,0,0,0,0,0
LZIC,768,588,646,839,577,774,715,944,613,666,935,664,772
RP11-84A14.4,18,14,44,27,41,18,55,39,6,25,28,44,13
NMNAT1,538,301,313,377,383,407,401,581,533,478,355,296,505
RN7SKP269,13,2,0,2,3,10,1,19,0,3,0,2,7
TMEM274P,2,0,0,0,0,0,0,0,0,2,0,0,2
MIR5697,0,0,1,2,0,0,0,1,0,0,0,4,0
RP11-807G9.2,0,0,0,0,0,0,0,0,0,0,0,0,0
RBP7,2,10,10,4,8,0,0,6,0,0,0,0,27
UBE4B,2928,1973,2122,1890,1631,2299,2209,2935,1661,2653,1992,2400,2936
RP11-496H15.2,0,0,2,0,0,0,0,0,0,0,2,0,0
PGAM1P11,0,0,6,0,0,0,5,1,0,0,4,4,0
RNU6-828P,0,0,1,2,0,0,0,0,0,4,0,0,2
KIF1B,2137,564,823,918,1094,880,1309,1350,1797,2219,852,1330,1762
ENSG00000264881,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-37P,1,0,0,0,0,1,0,0,0,0,0,0,0
RN7SL731P,0,0,0,0,0,0,0,0,0,0,0,0,0
RP4-736L20.4,2,2,0,4,0,0,0,10,0,2,0,2,0
RP4-736L20.5,16,4,2,8,12,6,7,4,2,6,13,4,5
PGD,6624,4810,3285,3652,4867,5085,5942,6789,5563,6606,4697,4354,5549
RP4-736L20.3,0,0,0,0,0,0,4,2,0,0,0,5,0
CENPS-CORT,13,0,0,0,0,0,0,2,2,4,0,1,0
CENPS,66,21,25,43,12,37,56,27,32,23,26,21,51
CORT,0,2,0,1,2,6,6,6,0,0,6,1,1
DFFA,3065,1581,1657,1830,1860,2098,2779,4100,2127,2573,1829,2097,2396
RP5-1113E3.3,0,0,0,0,0,0,0,0,0,0,0,0,0
PEX14,944,640,660,770,841,798,878,1203,758,737,603,802,973
RP4-734G22.4,6,4,1,2,8,2,4,12,0,0,2,11,14
RN7SL614P,0,6,1,4,0,0,0,0,0,0,0,6,4
CASZ1,324,340,254,293,549,288,456,532,134,261,202,308,395
RP4-734G22.3,17,24,52,19,73,26,32,60,26,12,35,26,35
HSPE1P24,0,0,0,0,0,0,0,0,0,0,0,0,0
C1orf127,45,49,21,39,5,43,19,44,33,24,50,56,10
CFL1P6,1,0,0,0,0,0,0,0,0,8,0,6,0
TARDBP,9167,4852,6477,6657,4965,7354,7675,9122,3639,7735,6959,6296,9377
MASP2,138,144,142,83,69,76,250,186,51,109,162,190,225
SRM,5150,2005,1524,2541,2670,4708,3277,4227,2434,3920,1850,2004,2875
EXOSC10,2941,1475,1528,1915,1867,2206,2513,3436,1584,2199,2060,2418,3397
RP4-635E18.7,14,20,1,3,10,6,4,30,2,0,6,8,18
EXOSC10-AS1,3,0,2,6,0,3,6,0,10,10,5,0,6
MTOR,3819,1390,1133,1558,1762,3348,2692,3595,2417,3777,1802,1400,2728
MTOR-AS1,0,0,0,2,0,2,2,0,2,1,0,4,0
RNU6-537P,0,0,0,0,0,0,0,0,0,0,0,0,0
ANGPTL7,1,0,0,2,0,0,2,4,0,2,0,2,0
RNU6-291P,0,0,0,0,0,0,2,0,0,0,0,0,0
RPL39P6,0,0,0,0,0,0,0,0,0,3,0,0,0
UBIAD1,1144,549,418,626,746,1056,1006,1496,505,822,576,601,1064
UBE2V2P3,2,2,0,2,0,6,10,23,0,0,2,3,6
RP4-796F18.3,0,0,0,0,0,0,0,0,0,0,0,0,0
MTCYBP45,0,0,0,0,0,0,0,0,0,0,0,0,0
DISP3,3,0,2,6,0,2,1,6,3,0,4,6,0
RP11-149P14.2,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01647,0,0,0,0,0,0,0,0,0,0,0,0,0
RP3-330O12.5,0,0,0,0,0,0,0,0,0,0,2,0,0
